gini,load,temperature,rigidity,magnetization,susceptibility,is_frozen
0.32272097376324443,2.1820608568738677,1.4200575656571104,0.7041968045409941,1.892760529573463e-06,2.380626089720714,False
0.23488137633129577,0.8656600678399404,4.918175619510672,0.20332742816928806,5.938835331080797e-08,0.25522082139975194,False
0.3364075415702058,1.41640944334511,2.0986763244335114,0.47649081869255216,7.054198934242782e-07,0.9101861738166241,False
0.4904193541323817,1.2115366484221994,1.6830454460726083,0.5941610206269254,1.0595043794055573e-06,1.4640314282849825,False
0.372850459442142,1.8738073870050347,1.4313319666603599,0.6986499451509068,2.120373616610164e-06,2.3183999269233437,False
0.5406338975079066,2.5404941233842346,0.7280790472717551,1.3734772395211512,0.8001197428423494,0.9770216468775272,True
0.3226514867303729,1.2362140271897613,2.507105803548291,0.3988662937897181,6.463706676939208e-07,0.6635234219421959,False
0.9296724921458185,2.87405480525947,0.37426134470590244,2.6719296933692362,0.98996960911995,0.05633674007865348,True
0.72289236978691,2.319711996291759,0.5963377341316796,1.6769021022224735,0.9096259504204384,0.4072630966420525,True
0.19798309268067704,2.1934327909636306,2.302754100012744,0.4342626075421886,3.680868400322747e-07,0.7676045694194922,False
0.42833380833920554,1.3882376587558882,1.6817205227458685,0.5946291232548121,1.0780161169501813e-06,1.466876772272137,False
0.6342260026087548,1.0350245075532092,1.5233697347375865,0.6564394560275668,1.7618456978366145e-06,1.9106951235771352,False
0.20629923738525952,1.3880766427428886,3.4921181674019652,0.28635915283014923,3.7066485051423654e-07,0.40126508168041974,False
0.936016314372095,0.688550083764115,1.5516045560382656,0.6444941116654842,1.69608429359263e-06,1.8128929303523318,False
0.47674113834835885,2.1019196375170526,0.997932721785669,1.0020715607066495,0.07892584659980012,238.77176189035637,True
0.7711245907203177,1.9884136298635375,0.6521818612215815,1.533314646511222,0.8703492541620362,0.5918923136128612,True
0.7750007894228486,2.796608751432071,0.46138783827023067,2.167373990066702,0.9706730063975171,0.14319817833967366,True
0.4070723365548161,2.1138199716334083,1.162145254484971,0.8604776349090466,5.6751967827114305e-06,6.167309693678665,False
0.45368834863534835,2.3295748028384784,0.9461624615115145,1.0569009453223064,0.3931428660768966,8.393635859238138,True
0.5966194088937732,1.3125487607094415,1.27698905879109,0.7830920657587215,3.450281123913378e-06,3.6102509041677897,False
0.7461460077349787,2.9415584507818906,0.45561571770068193,2.1948320945699966,0.9723789182525363,0.1358122291954072,True
0.2596371446124533,2.0219252615574126,1.9048819974830309,0.5249669015305544,9.158502114989735e-07,1.105116471296565,False
0.34494207564023033,1.773202065729786,1.6349165836626132,0.6116520010823765,1.2266972186370688e-06,1.575010049709952,False
0.6696860294361989,2.575608468391426,0.5797608921279805,1.724849008579304,0.9195455037852993,0.36310146304929963,True
0.5247010221662106,1.1960702113590491,1.5934242250836772,0.6275792624826486,1.3902956141393937e-06,1.6851351153617005,False
0.251783375588998,2.28009310843954,1.7418885577861907,0.5740895395001187,8.666857006353303e-07,1.3479113399218006,False
0.4511701062109601,1.0299676629516572,2.151969411910124,0.46469061988775356,4.7230668968328833e-07,0.8680786049183767,False
0.2693159499243336,1.7642379910303834,2.1046542240617288,0.4751374304469456,6.740407283399293e-07,0.9052606491850554,False
0.5519444930489812,0.5587845307048096,3.2423524425915127,0.308418044523479,2.400962813954929e-07,0.4459602250769309,False
0.8075150976077852,2.716488549825267,0.4558704801274409,2.1936055164625814,0.9723050109790139,0.13613284481736274,True
0.2574633033112381,2.78011192986986,1.397083558098063,0.7157768010392753,2.2457824788062406e-06,2.5183616384723173,False
0.9137553401205716,0.7507948530556203,1.4576349912798434,0.6860428063146129,1.7901996899871293e-06,2.1851475937037637,False
0.4616024653728391,0.666885793110842,3.2484816264825214,0.3078361262220858,2.351602609018735e-07,0.4447445726137863,False
0.5284059832872217,0.7393165554302525,2.5597752873936583,0.39065929143264433,4.933049277048231e-07,0.6411179918554635,False
