alpha,phi,velocity_km_s,deviation_km_s,relative_error
0.008041543877978055,1.5973674196381455,1509.229608451645,139.22960845164494,0.10162745142455834
0.009879366016977977,1.7724650695295598,1670.9832383312328,300.98323833123277,0.21969579440235967
0.005198824053511086,1.6623380472577793,937.5759908056319,432.42400919436807,0.31563796291559715
0.008738388562687865,1.5646419114994055,1674.314721415589,304.314721415589,0.22212753387999198
0.0069219000859377655,1.731862375317235,1198.209205517026,171.79079448297398,0.12539474049852115
0.007043646872496781,1.685760793280688,1252.6286158787325,117.37138412126751,0.08567254315420986
0.0064336416499753465,1.6387549438030757,1176.9650193464543,193.03498065354574,0.14090144573251515
0.008957725267796271,1.6603502381106428,1617.4048188635236,247.4048188635236,0.18058745902446977
0.008704368491533897,1.733078374886014,1505.7045677962076,135.70456779620758,0.0990544290483267
0.0077258698083703245,1.5413260570307337,1502.7044339348017,132.70443393480173,0.09686455031737352
0.005560756533357625,1.7319835129575496,962.5223664099051,407.4776335900949,0.2974289296278065
0.005208476681347397,1.5823981736133659,986.7693560156608,383.23064398433917,0.2797303970688607
0.008767378537681017,1.6809888698376696,1563.5998602903642,193.59986029036418,0.14131376663530232
0.005496850234150127,1.7180015383981964,959.2041718950956,410.79582810490444,0.2998509694196383
0.005137762774353021,1.7261083858231039,892.3324533932491,477.6675466067509,0.34866244277865027
0.005027316929361439,1.5621323887223293,964.8040782452375,405.1959217547625,0.29576344653632297
0.00740536099242436,1.6680083861348864,1330.9713504741867,39.02864952581331,0.028488065347308984
0.009173150450496676,1.6435572601896093,1673.225136580241,303.22513658024104,0.22133221648192777
0.00565361344016184,1.6367794403138785,1035.5156156427086,334.48438435729145,0.24414918566225652
0.007886903883720495,1.7180463366824361,1376.2343021993568,6.234302199356762,0.004550585546975738
0.008325248299548126,1.6993535608869916,1468.7035756579844,98.7035756579844,0.07204640558976963
0.005384058186332585,1.721698716813921,937.5043507511177,432.4956492488823,0.31569025492619146
0.007161015243684862,1.619739680564,1325.4095009466105,44.59049905338952,0.03254780952802155
0.005719477905882704,1.5397687236213535,1113.58044463236,256.41955536764,0.18716755866251095
0.0053037283850426485,1.7982918985520069,884.1822456057305,485.8177543942695,0.354611499557861
0.006396163903367667,1.7717670249349093,1082.265146249639,287.734853750361,0.2100254406936942
0.006595867691782182,1.503307023727192,1315.3609720119339,54.63902798806612,0.03988250218107016
0.008099847954455832,1.5261552528844635,1591.1050485218339,221.10504852183385,0.16139054636630207
0.0054544611685189886,1.760783757218764,928.6809433991716,441.3190566008284,0.3221306982487798
0.00536156222730334,1.6874631824367758,952.5279932461256,417.47200675387444,0.30472409252107624
0.005156862548997197,1.6835025327603783,918.3167052306799,451.6832947693201,0.3296958355980439
0.007315539598603616,1.5166018913276842,1446.0905069436249,76.09050694362486,0.055540516017244426
0.00944225848822131,1.5214389105648407,1860.553099831208,490.5530998312081,0.3580679560811738
0.005514934258514907,1.6554328512008323,998.7331687113012,371.26683128869877,0.2709976870720429
0.008284930312501711,1.5970211792743918,1555.2452622275773,185.2452622275773,0.135215519874144
0.006741659647719658,1.7751239361291724,1138.5676659830801,231.43233401691987,0.1689287109612554
